filename,directory,predicted_class
photo_4.jpg,G:\photos\historic\memorial\Автолавка\other,5
photo_1.jpg,G:\photos\historic\memorial\Александров И.В,6
photo_18.jpg,G:\photos\historic\memorial\Александров И.В,2
photo_7.jpg,G:\photos\historic\memorial\Александров И.В,8
photo_10.jpg,G:\photos\historic\memorial\Александров И.В\other,2
photo_11.jpg,G:\photos\historic\memorial\Александров И.В\other,4
photo_12.jpg,G:\photos\historic\memorial\Александров И.В\other,8
photo_13.jpg,G:\photos\historic\memorial\Александров И.В\other,7
photo_14.jpg,G:\photos\historic\memorial\Александров И.В\other,7
photo_15.jpg,G:\photos\historic\memorial\Александров И.В\other,6
photo_16.jpg,G:\photos\historic\memorial\Александров И.В\other,2
photo_17.jpg,G:\photos\historic\memorial\Александров И.В\other,8
photo_2.jpg,G:\photos\historic\memorial\Александров И.В\other,1
photo_3.jpg,G:\photos\historic\memorial\Александров И.В\other,2
photo_4.jpg,G:\photos\historic\memorial\Александров И.В\other,5
photo_5.jpg,G:\photos\historic\memorial\Александров И.В\other,6
photo_6.jpg,G:\photos\historic\memorial\Александров И.В\other,2
photo_8.jpg,G:\photos\historic\memorial\Александров И.В\other,3
photo_9.jpg,G:\photos\historic\memorial\Александров И.В\other,1
photo_1.jpg,G:\photos\historic\memorial\Альфия Абзалова,1
photo_2.jpg,G:\photos\historic\memorial\Альфия Абзалова,7
photo_1.jpg,G:\photos\historic\memorial\АМО-Ф-15,7
photo_10.jpg,G:\photos\historic\memorial\АМО-Ф-15,7
photo_11.jpg,G:\photos\historic\memorial\АМО-Ф-15,8
photo_12.jpg,G:\photos\historic\memorial\АМО-Ф-15,5
photo_13.jpg,G:\photos\historic\memorial\АМО-Ф-15,1
photo_2.jpg,G:\photos\historic\memorial\АМО-Ф-15,4
photo_3.jpg,G:\photos\historic\memorial\АМО-Ф-15,4
photo_4.jpg,G:\photos\historic\memorial\АМО-Ф-15,1
photo_5.jpg,G:\photos\historic\memorial\АМО-Ф-15,3
photo_6.jpg,G:\photos\historic\memorial\АМО-Ф-15,2
photo_7.jpg,G:\photos\historic\memorial\АМО-Ф-15,5
photo_8.jpg,G:\photos\historic\memorial\АМО-Ф-15,1
photo_9.jpg,G:\photos\historic\memorial\АМО-Ф-15,1
photo_1.jpg,G:\photos\historic\memorial\Артему Айдинову\other,2
photo_2.jpg,G:\photos\historic\memorial\Артему Айдинову\other,7
photo_3.jpg,G:\photos\historic\memorial\Артему Айдинову\other,2
photo_1.jpg,G:\photos\historic\memorial\Б. А. Арбузову\other,2
photo_2.jpg,G:\photos\historic\memorial\Б. А. Арбузову\other,8
photo_3.jpg,G:\photos\historic\memorial\Б. А. Арбузову\other,5
photo_4.jpg,G:\photos\historic\memorial\Б. А. Арбузову\other,5
photo_5.jpg,G:\photos\historic\memorial\Б. А. Арбузову\other,7
photo_1.jpg,G:\photos\historic\memorial\Бабушка Аняня,7
photo_2.jpg,G:\photos\historic\memorial\Бабушка Аняня,7
photo_3.jpg,G:\photos\historic\memorial\Бабушка Аняня,7
photo_2.jpg,G:\photos\historic\memorial\Баки Урманче,1
photo_3.jpg,G:\photos\historic\memorial\Баки Урманче,8
photo_6.jpg,G:\photos\historic\memorial\Баки Урманче,3
photo_7.jpg,G:\photos\historic\memorial\Баки Урманче,7
photo_1.jpg,G:\photos\historic\memorial\Баки Урманче\other,8
photo_10.jpg,G:\photos\historic\memorial\Баки Урманче\other,7
photo_11.jpg,G:\photos\historic\memorial\Баки Урманче\other,4
photo_12.jpg,G:\photos\historic\memorial\Баки Урманче\other,3
photo_13.jpg,G:\photos\historic\memorial\Баки Урманче\other,2
photo_4.jpg,G:\photos\historic\memorial\Баки Урманче\other,4
photo_5.jpg,G:\photos\historic\memorial\Баки Урманче\other,5
photo_8.jpg,G:\photos\historic\memorial\Баки Урманче\other,3
photo_9.jpg,G:\photos\historic\memorial\Баки Урманче\other,5
photo_1.jpg,G:\photos\historic\memorial\Барельеф в память о «группе Курмашева»,8
photo_2.jpg,G:\photos\historic\memorial\Барельеф в память о «группе Курмашева»,6
photo_3.jpg,G:\photos\historic\memorial\Барельеф в память о «группе Курмашева»,5
photo_4.jpg,G:\photos\historic\memorial\Барельеф в память о «группе Курмашева»,2
photo_2.jpg,G:\photos\historic\memorial\Батыршину Г. А,5
photo_1.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,4
photo_3.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,8
photo_4.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,8
photo_5.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,3
photo_6.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,6
photo_7.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,4
photo_8.jpg,G:\photos\historic\memorial\Батыршину Г. А\other,1
photo_1.jpg,G:\photos\historic\memorial\Бишбалта,6
photo_10.jpg,G:\photos\historic\memorial\Бишбалта,5
photo_12.jpg,G:\photos\historic\memorial\Бишбалта,5
photo_13.jpg,G:\photos\historic\memorial\Бишбалта,2
photo_14.jpg,G:\photos\historic\memorial\Бишбалта,2
photo_15.jpg,G:\photos\historic\memorial\Бишбалта,3
photo_16.jpg,G:\photos\historic\memorial\Бишбалта,3
photo_17.jpg,G:\photos\historic\memorial\Бишбалта,8
photo_2.jpg,G:\photos\historic\memorial\Бишбалта,8
photo_3.jpg,G:\photos\historic\memorial\Бишбалта,8
photo_4.jpg,G:\photos\historic\memorial\Бишбалта,7
photo_5.jpg,G:\photos\historic\memorial\Бишбалта,3
photo_6.jpg,G:\photos\historic\memorial\Бишбалта,3
photo_7.jpg,G:\photos\historic\memorial\Бишбалта,7
photo_8.jpg,G:\photos\historic\memorial\Бишбалта,6
photo_9.jpg,G:\photos\historic\memorial\Бишбалта,8
photo_11.jpg,G:\photos\historic\memorial\Бишбалта\other,6
photo_1.jpg,G:\photos\historic\memorial\Благотворителю,6
photo_2.jpg,G:\photos\historic\memorial\Благотворителю,1
photo_3.jpg,G:\photos\historic\memorial\Благотворителю,1
photo_1.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',5
photo_10.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',5
photo_11.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',8
photo_12.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',7
photo_13.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',8
photo_2.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',6
photo_3.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',4
photo_4.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',5
photo_5.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',6
photo_6.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',1
photo_7.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',7
photo_8.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',1
photo_9.jpg,G:\photos\historic\memorial\БМ - 13 'Катюша',5
photo_1.jpg,G:\photos\historic\memorial\БМП-1,7
photo_10.jpg,G:\photos\historic\memorial\БМП-1,3
photo_11.jpg,G:\photos\historic\memorial\БМП-1,8
photo_12.jpg,G:\photos\historic\memorial\БМП-1,3
photo_13.jpg,G:\photos\historic\memorial\БМП-1,5
photo_14.jpg,G:\photos\historic\memorial\БМП-1,4
photo_15.jpg,G:\photos\historic\memorial\БМП-1,8
photo_16.jpg,G:\photos\historic\memorial\БМП-1,6
photo_17.jpg,G:\photos\historic\memorial\БМП-1,5
photo_18.jpg,G:\photos\historic\memorial\БМП-1,2
photo_19.jpg,G:\photos\historic\memorial\БМП-1,6
photo_2.jpg,G:\photos\historic\memorial\БМП-1,2
photo_3.jpg,G:\photos\historic\memorial\БМП-1,5
photo_4.jpg,G:\photos\historic\memorial\БМП-1,5
photo_5.jpg,G:\photos\historic\memorial\БМП-1,2
photo_6.jpg,G:\photos\historic\memorial\БМП-1,8
photo_7.jpg,G:\photos\historic\memorial\БМП-1,5
photo_8.jpg,G:\photos\historic\memorial\БМП-1,8
photo_9.jpg,G:\photos\historic\memorial\БМП-1,7
photo_1.jpg,G:\photos\historic\memorial\Бондаренко А. И\other,3
photo_2.jpg,G:\photos\historic\memorial\Бондаренко А. И\other,1
photo_3.jpg,G:\photos\historic\memorial\Бондаренко А. И\other,6
photo_1.jpg,G:\photos\historic\memorial\БРДМ-2,7
photo_10.jpg,G:\photos\historic\memorial\БРДМ-2,5
photo_11.jpg,G:\photos\historic\memorial\БРДМ-2,4
photo_12.jpg,G:\photos\historic\memorial\БРДМ-2,5
photo_2.jpg,G:\photos\historic\memorial\БРДМ-2,4
photo_3.jpg,G:\photos\historic\memorial\БРДМ-2,7
photo_4.jpg,G:\photos\historic\memorial\БРДМ-2,2
photo_5.jpg,G:\photos\historic\memorial\БРДМ-2,6
photo_6.jpg,G:\photos\historic\memorial\БРДМ-2,3
photo_7.jpg,G:\photos\historic\memorial\БРДМ-2,3
photo_8.jpg,G:\photos\historic\memorial\БРДМ-2,8
photo_9.jpg,G:\photos\historic\memorial\БРДМ-2,2
photo_1.jpg,G:\photos\historic\memorial\БС-3,7
photo_10.jpg,G:\photos\historic\memorial\БС-3,1
photo_11.jpg,G:\photos\historic\memorial\БС-3,3
photo_12.jpg,G:\photos\historic\memorial\БС-3,6
photo_13.jpg,G:\photos\historic\memorial\БС-3,1
photo_14.jpg,G:\photos\historic\memorial\БС-3,6
photo_2.jpg,G:\photos\historic\memorial\БС-3,1
photo_3.jpg,G:\photos\historic\memorial\БС-3,1
photo_4.jpg,G:\photos\historic\memorial\БС-3,6
photo_5.jpg,G:\photos\historic\memorial\БС-3,3
photo_6.jpg,G:\photos\historic\memorial\БС-3,8
photo_7.jpg,G:\photos\historic\memorial\БС-3,1
photo_8.jpg,G:\photos\historic\memorial\БС-3,3
photo_9.jpg,G:\photos\historic\memorial\БС-3,8
photo_1.jpg,G:\photos\historic\memorial\БТР-70,8
photo_10.jpg,G:\photos\historic\memorial\БТР-70,6
photo_2.jpg,G:\photos\historic\memorial\БТР-70,2
photo_3.jpg,G:\photos\historic\memorial\БТР-70,3
photo_4.jpg,G:\photos\historic\memorial\БТР-70,3
photo_5.jpg,G:\photos\historic\memorial\БТР-70,4
photo_6.jpg,G:\photos\historic\memorial\БТР-70,3
photo_7.jpg,G:\photos\historic\memorial\БТР-70,5
photo_8.jpg,G:\photos\historic\memorial\БТР-70,4
photo_9.jpg,G:\photos\historic\memorial\БТР-70,3
photo_10.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ,6
photo_4.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ,4
photo_8.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ,8
photo_9.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ,1
photo_1.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,1
photo_11.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,5
photo_12.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,8
photo_13.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,1
photo_14.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,4
photo_15.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,6
photo_16.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,8
photo_17.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,8
photo_2.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,8
photo_3.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,1
photo_5.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,8
photo_6.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,6
photo_7.jpg,G:\photos\historic\memorial\В память о журналистах и полиграфистах защищавших родину в ВОВ\other,5
photo_10.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,4
photo_12.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,5
photo_13.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,8
photo_4.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,1
photo_5.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,6
photo_6.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,1
photo_7.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,2
photo_9.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов,8
photo_1.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,5
photo_11.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,1
photo_14.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,6
photo_2.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,5
photo_3.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,1
photo_8.jpg,G:\photos\historic\memorial\В этом доме жил Г. Г. Ильясов\other,3
photo_2.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова,4
photo_3.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова,2
photo_4.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова,2
photo_1.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова\other,1
photo_5.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова\other,2
photo_6.jpg,G:\photos\historic\memorial\В этом доме жила Альфия Авзалова\other,6
photo_1.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,5
photo_10.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,3
photo_11.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,1
photo_12.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,4
photo_13.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,5
photo_2.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,7
photo_3.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,6
photo_4.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,2
photo_5.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,8
photo_6.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,4
photo_7.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,7
photo_8.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,6
photo_9.jpg,G:\photos\historic\memorial\В этом доме родился Мулланур Вахитов,5
photo_1.jpg,G:\photos\historic\memorial\В. В. Куйбышеву,5
photo_2.jpg,G:\photos\historic\memorial\В. В. Куйбышеву\other,5
photo_3.jpg,G:\photos\historic\memorial\В. В. Куйбышеву\other,8
photo_1.jpg,G:\photos\historic\memorial\В. В. Лукницкому,6
photo_11.jpg,G:\photos\historic\memorial\В. В. Лукницкому,1
photo_4.jpg,G:\photos\historic\memorial\В. В. Лукницкому,8
photo_8.jpg,G:\photos\historic\memorial\В. В. Лукницкому,5
photo_10.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,7
photo_12.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,1
photo_13.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,6
photo_14.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,6
photo_15.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,2
photo_16.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,5
photo_17.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,8
photo_18.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,3
photo_2.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,7
photo_3.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,5
photo_5.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,7
photo_6.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,3
photo_7.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,4
photo_9.jpg,G:\photos\historic\memorial\В. В. Лукницкому\other,3
photo_1.jpg,G:\photos\historic\memorial\В. И. Ленину,3
photo_10.jpg,G:\photos\historic\memorial\В. И. Ленину\other,3
photo_11.jpg,G:\photos\historic\memorial\В. И. Ленину\other,3
photo_12.jpg,G:\photos\historic\memorial\В. И. Ленину\other,4
photo_13.jpg,G:\photos\historic\memorial\В. И. Ленину\other,2
photo_14.jpg,G:\photos\historic\memorial\В. И. Ленину\other,3
photo_15.jpg,G:\photos\historic\memorial\В. И. Ленину\other,8
photo_16.jpg,G:\photos\historic\memorial\В. И. Ленину\other,1
photo_17.jpg,G:\photos\historic\memorial\В. И. Ленину\other,5
photo_18.jpg,G:\photos\historic\memorial\В. И. Ленину\other,4
photo_2.jpg,G:\photos\historic\memorial\В. И. Ленину\other,1
photo_3.jpg,G:\photos\historic\memorial\В. И. Ленину\other,4
photo_4.jpg,G:\photos\historic\memorial\В. И. Ленину\other,2
photo_5.jpg,G:\photos\historic\memorial\В. И. Ленину\other,6
photo_6.jpg,G:\photos\historic\memorial\В. И. Ленину\other,2
photo_7.jpg,G:\photos\historic\memorial\В. И. Ленину\other,7
photo_8.jpg,G:\photos\historic\memorial\В. И. Ленину\other,5
photo_9.jpg,G:\photos\historic\memorial\В. И. Ленину\other,1
photo_16.jpg,G:\photos\historic\memorial\В. М. Бехтереву,7
photo_1.jpg,G:\photos\historic\memorial\В. М. Бехтереву\other,8
photo_10.jpg,G:\photos\historic\memorial\В. М. Бехтереву\other,2
photo_11.jpg,G:\photos\historic\memorial\В. М. Бехтереву\other,6
photo_12.jpg,G:\photos\historic\memorial\В. М. Бехтереву\other,6
