photo_id,photo_date,photo_lat,photo_lon,predicted_class
456239468,2025-03-29,55.793105,49.148586,5
457285284,2025-03-19,55.793105,49.148586,2
457285283,2025-03-19,55.793105,49.148586,4
457307930,2025-06-11,55.852609,49.087097,7
457240580,2025-01-07,55.852618,49.088201,3
457240579,2025-01-07,55.852618,49.088201,6
457240578,2025-01-07,55.852499,49.087209,5
457240577,2025-01-07,55.852206,49.087014,1
457240576,2025-01-07,55.852316,49.086902,4
457240007,2024-12-11,55.852519,49.086707,4
457239078,2024-11-29,55.852505,49.087493,3
456244834,2024-10-30,55.852513,49.088188,6
456244828,2024-10-30,55.852408,49.086819,4
457307930,2025-06-11,55.852609,49.087097,7
457307923,2025-06-11,55.852708,49.086416,7
457307922,2025-06-11,55.852708,49.086416,1
457307921,2025-06-11,55.852705,49.086478,2
457307920,2025-06-11,55.852708,49.086416,7
457307919,2025-06-11,55.852505,49.086611,5
457307918,2025-06-11,55.8527,49.086604,5
457280375,2025-05-04,55.85261,49.086214,1
457240578,2025-01-07,55.852499,49.087209,1
457239436,2025-05-15,55.85411,49.085427,7
457239435,2025-05-15,55.85392,49.085309,7
457239434,2025-05-15,55.854008,49.084878,5
457242893,2025-05-07,55.853914,49.085907,5
457242892,2025-05-07,55.8539,49.085811,7
457242891,2025-05-07,55.853914,49.085907,6
457240585,2025-01-07,55.852704,49.088717,1
457240584,2025-01-07,55.852695,49.088495,7
457240583,2025-01-07,55.852695,49.088495,1
457240582,2025-01-07,55.852716,49.088403,1
457240581,2025-01-07,55.852597,49.088293,7
457240580,2025-01-07,55.852618,49.088201,1
457240579,2025-01-07,55.852618,49.088201,5
456244834,2024-10-30,55.852513,49.088188,4
457239374,2024-10-27,55.852513,49.088188,2
457307936,2025-06-11,55.852915,49.085212,5
457307934,2025-06-11,55.852915,49.085212,1
457307923,2025-06-11,55.852708,49.086416,2
457307922,2025-06-11,55.852708,49.086416,3
457307921,2025-06-11,55.852705,49.086478,7
457307920,2025-06-11,55.852708,49.086416,1
457307918,2025-06-11,55.8527,49.086604,7
457280375,2025-05-04,55.85261,49.086214,7
457307930,2025-06-11,55.852609,49.087097,3
457240580,2025-01-07,55.852618,49.088201,1
457240579,2025-01-07,55.852618,49.088201,7
457240578,2025-01-07,55.852499,49.087209,5
457239078,2024-11-29,55.852505,49.087493,5
456244834,2024-10-30,55.852513,49.088188,4
456244827,2024-10-30,55.852604,49.087222,6
457239383,2024-10-27,55.852604,49.087222,6
457239374,2024-10-27,55.852513,49.088188,1
457307923,2025-06-11,55.852708,49.086416,3
457307922,2025-06-11,55.852708,49.086416,1
457307921,2025-06-11,55.852705,49.086478,5
457307920,2025-06-11,55.852708,49.086416,2
457307919,2025-06-11,55.852505,49.086611,7
457280375,2025-05-04,55.85261,49.086214,5
457307930,2025-06-11,55.852609,49.087097,2
457307923,2025-06-11,55.852708,49.086416,6
457307922,2025-06-11,55.852708,49.086416,5
457307921,2025-06-11,55.852705,49.086478,2
457307920,2025-06-11,55.852708,49.086416,4
457307919,2025-06-11,55.852505,49.086611,2
457307918,2025-06-11,55.8527,49.086604,1
457280375,2025-05-04,55.85261,49.086214,1
457307930,2025-06-11,55.852609,49.087097,2
457307923,2025-06-11,55.852708,49.086416,7
457307922,2025-06-11,55.852708,49.086416,6
457307921,2025-06-11,55.852705,49.086478,7
457307920,2025-06-11,55.852708,49.086416,7
457307919,2025-06-11,55.852505,49.086611,3
457307918,2025-06-11,55.8527,49.086604,4
457280375,2025-05-04,55.85261,49.086214,4
457240578,2025-01-07,55.852499,49.087209,3
457307930,2025-06-11,55.852609,49.087097,4
457307923,2025-06-11,55.852708,49.086416,2
457307922,2025-06-11,55.852708,49.086416,4
457307921,2025-06-11,55.852705,49.086478,4
457307920,2025-06-11,55.852708,49.086416,1
457307919,2025-06-11,55.852505,49.086611,7
457307918,2025-06-11,55.8527,49.086604,2
457280375,2025-05-04,55.85261,49.086214,3
457242050,2025-06-13,55.786712,49.122619,5
457367831,2025-06-11,55.786912,49.122487,4
457239017,2025-06-10,55.786801,49.122599,5
457269308,2025-06-08,55.786703,49.122397,5
457272418,2025-06-03,55.787011,49.122217,5
457266942,2025-06-02,55.78651,49.122813,5
457266941,2025-06-02,55.78651,49.122813,7
457266940,2025-06-02,55.78651,49.122813,7
457243880,2025-05-31,55.786619,49.122292,2
457434547,2025-06-15,55.788395,49.119499,2
457263898,2025-06-14,55.788102,49.120185,2
457249302,2025-06-13,55.788409,49.119595,6
457249221,2025-06-13,55.788515,49.119609,2
457249220,2025-06-13,55.788515,49.119609,5
457249219,2025-06-13,55.788515,49.119609,2
457249218,2025-06-13,55.788515,49.119609,6
457249217,2025-06-13,55.788515,49.119609,3
457255344,2025-06-11,55.78761,49.126227,5
457239017,2025-05-08,55.787516,49.125491,3
457241803,2025-04-16,55.787921,49.125102,2
457241796,2025-04-16,55.787921,49.125102,4
457298364,2025-04-14,55.78781,49.125214,2
457240305,2024-12-19,55.78781,49.125214,7
457240302,2024-12-19,55.78781,49.125214,6
457240299,2024-12-19,55.78781,49.125214,1
457245717,2025-06-07,55.790724,49.123605,5
457245716,2025-06-07,55.790724,49.123605,4
457245715,2025-06-07,55.790724,49.123605,5
457257521,2025-05-27,55.790911,49.123786,2
457257403,2025-05-27,55.790709,49.1231,6
457257401,2025-05-27,55.790709,49.1231,6
457257399,2025-05-27,55.790709,49.1231,7
457257397,2025-05-27,55.790709,49.1231,1
457257395,2025-05-27,55.790709,49.1231,1
457257393,2025-05-27,55.790703,49.122816,6
457242398,2025-06-06,55.792915,49.124106,1
457242397,2025-06-06,55.792915,49.124106,2
457306513,2025-05-25,55.793223,49.124807,5
457306512,2025-05-25,55.793223,49.124807,6
457306451,2025-05-25,55.793223,49.124807,2
457306450,2025-05-25,55.793223,49.124807,3
457244234,2025-06-06,55.784604,49.117881,7
457244942,2025-05-14,55.784697,49.118207,4
457242793,2025-04-28,55.784907,49.117825,6
457239072,2025-04-23,55.784807,49.118095,6
457286953,2025-04-07,55.784718,49.118115,7
457286624,2025-04-04,55.784508,49.117617,4
457239238,2025-06-14,55.796503,49.108892,4
457239088,2025-06-13,55.796204,49.108413,6
457239087,2025-06-13,55.79621,49.108697,3
457367851,2025-06-11,55.796208,49.107878,7
457367850,2025-06-11,55.796308,49.108898,6
457367849,2025-06-11,55.796301,49.109086,2
457240904,2025-06-11,55.796196,49.108601,2
457239768,2025-05-07,55.7931,49.142196,4
457239767,2025-05-07,55.7931,49.142196,6
457239766,2025-05-07,55.7931,49.142196,6
456239716,2025-04-15,55.7931,49.142196,4
456239715,2025-04-15,55.7931,49.142196,4
456239714,2025-04-15,55.7931,49.142196,3
456239472,2025-03-29,55.7931,49.142196,1
456239471,2025-03-29,55.7931,49.142196,1
456239469,2025-03-29,55.7931,49.142196,6
457285648,2025-03-23,55.793206,49.14221,1
457245704,2024-03-24,55.755699,49.178504,4
457245695,2024-03-24,55.7557,49.178912,6
457245652,2024-03-24,55.755606,49.178177,5
457245644,2024-03-22,55.755609,49.178115,5
457239229,2024-02-22,55.755818,49.178613,2
457243441,2023-06-22,55.755498,49.178226,2
457243006,2023-03-03,,,3
457242061,2025-05-07,55.789825,49.137903,1
457242060,2025-05-07,55.789825,49.137903,2
457267180,2025-06-06,55.785605,49.119802,2
457268245,2025-06-06,55.785213,49.119878,4
457251033,2025-06-05,55.785319,49.119891,1
457243737,2025-05-30,55.785412,49.120218,3
457243736,2025-05-30,55.785424,49.119905,1
457243735,2025-05-30,55.785412,49.120218,5
457243734,2025-05-30,55.78551,49.120419,2
457280445,2025-05-04,55.785209,49.120412,7
457241571,2025-05-02,55.785104,49.119518,2
457249357,2025-04-26,55.785319,49.119891,1
457241172,2025-05-28,55.831313,49.090784,2
457241109,2025-02-07,55.831313,49.090784,1
457241108,2025-02-07,55.831313,49.090784,3
457241107,2025-02-07,55.831313,49.090784,6
457241093,2025-01-07,55.831299,49.090687,6
457241082,2024-12-21,55.831308,49.090909,6
457241442,2024-12-11,55.831313,49.090784,4
457241443,2024-12-11,55.831313,49.090784,5
457245319,2024-10-22,55.831299,49.090687,3
457245312,2024-10-22,55.831414,49.090923,6
457247883,2023-07-14,55.855913,49.100477,3
457278881,2023-07-05,55.855502,49.100993,7
456239663,2025-04-15,55.750009,49.207501,1
456241180,2024-10-28,55.750009,49.207501,5
457258376,2024-10-21,55.750419,49.206989,7
457242816,2024-06-12,55.750309,49.2071,7
457241910,2024-04-13,55.750077,49.207573,2
457239245,2025-06-14,55.798707,49.1025,4
456239117,2025-06-13,55.799008,49.102507,7
457246787,2025-06-11,55.798721,49.102596,3
457246786,2025-06-11,55.798721,49.102596,1
457246785,2025-06-11,55.798714,49.102784,4
457246784,2025-06-11,55.798616,49.102583,4
457367863,2025-06-11,55.798617,49.102992,5
457367862,2025-06-11,55.798819,49.102798,3
457239103,2025-06-13,55.799906,49.129725,5
457242218,2025-06-08,,,2
457241900,2025-06-06,,,2
457241899,2025-06-06,,,7
457241898,2025-06-06,,,5
457241897,2025-06-06,,,2
457241896,2025-06-06,,,3
457241895,2025-06-06,,,7
457241894,2025-06-06,,,5
457239057,2025-06-04,55.789704,49.142608,6
457246156,2025-05-19,55.789892,49.143199,2
457246155,2025-05-19,55.789706,49.143427,4
457246374,2025-05-16,55.789795,49.143407,7
457240384,2025-05-12,55.790094,49.142595,7
457240382,2025-05-12,55.7899,49.143011,4
457242796,2025-04-28,55.789705,49.143017,6
457239223,2024-09-07,55.789816,49.142906,6
457241819,2024-08-07,55.789802,49.14281,6
457239121,2025-04-30,55.786804,49.16379,7
457242360,2024-04-29,55.787209,49.164283,1
457239024,2023-07-02,55.787012,49.164761,3
457421030,2023-06-30,55.787218,49.164914,5
457419208,2023-05-12,55.787218,49.164914,5
457239405,2022-10-11,55.787046,49.163947,5
457247329,2022-06-03,55.787066,49.164327,7
457243377,2024-11-02,55.798606,49.063582,3
457240186,2022-06-08,55.798816,49.063199,7
457240185,2022-06-08,55.798817,49.063609,5
457239054,2021-06-13,55.798979,49.062653,5
457246274,2021-04-19,55.798761,49.063696,1
457239896,2020-11-29,55.798895,49.062548,1
457239895,2020-11-29,55.798968,49.062494,2
456244113,2024-10-30,55.833503,49.060813,4
456244112,2024-10-30,55.833503,49.060813,5
456242079,2024-10-28,55.833602,49.061014,6
456241954,2024-10-28,55.833705,49.060208,5
456241953,2024-10-28,55.833718,49.060304,1
456241493,2024-10-28,55.833615,49.06111,4
456241492,2024-10-28,55.833893,49.060799,2
456241491,2024-10-28,55.833609,49.060826,6
457239926,2024-05-14,55.833502,49.060403,3
457240404,2025-05-12,55.791605,49.119312,4
457240403,2025-05-12,55.791903,49.119382,1
457240402,2025-05-12,55.791911,49.119194,3
457239766,2025-05-22,55.792913,49.140724,2
457239910,2025-05-17,55.793307,49.140586,7
457239909,2025-05-17,55.793307,49.140586,2
456239954,2025-05-16,55.793307,49.140586,6
456239953,2025-05-16,55.793307,49.140586,5
457239661,2025-05-15,55.793105,49.14078,5
457240387,2025-05-12,55.793212,49.140322,3
457240386,2025-05-12,55.793212,49.140322,3
457243950,2025-05-09,55.793212,49.140322,5
457243949,2025-05-09,55.793209,49.140384,4
457268794,2025-04-19,55.791714,49.137989,4
457246866,2024-09-24,55.792203,49.138587,2
457246865,2024-09-24,55.792017,49.138815,1
457246864,2024-09-24,55.792206,49.138524,1
457246863,2024-09-24,55.792198,49.138712,4
457239071,2024-07-14,55.792198,49.138712,2
457239070,2024-07-14,55.792198,49.138712,3
457239069,2024-07-14,55.792203,49.138587,1
457239068,2024-07-14,55.792203,49.138587,3
457246952,2025-06-05,55.814517,49.101401,4
457240360,2025-05-17,55.814607,49.10138,5
457239641,2025-05-15,55.814204,49.101707,5
457239640,2025-05-15,55.814406,49.101103,6
457239639,2025-05-15,55.814719,49.100796,5
457239564,2025-05-15,55.814496,49.101492,6
457239563,2025-05-15,55.814309,49.101311,4
457240002,2025-05-14,55.814909,49.100915,3
457239833,2025-05-07,55.814204,49.101707,2
457253511,2025-05-09,55.858796,49.084195,6
457249401,2025-03-13,55.858804,49.083124,1
457239082,2024-11-27,55.858615,49.084298,4
457239897,2023-10-13,55.858508,49.083874,6
457239151,2022-05-07,55.858795,49.082902,3
457246999,2021-06-23,55.85494,49.102214,2
457246998,2021-06-23,55.85494,49.102214,2
457246997,2021-06-23,55.854851,49.102234,4
457246996,2021-06-23,55.854862,49.102393,6
457286342,2025-04-01,55.791401,49.130018,7
457286340,2025-04-01,55.791401,49.130018,2
457286339,2025-04-01,55.791401,49.130018,4
457286336,2025-04-01,55.791401,49.130018,5
457241662,2024-09-21,55.791199,49.130212,7
457403839,2024-06-25,55.791296,49.130004,4
457243023,2023-07-22,55.79131,49.1301,6
457239324,2023-05-10,55.790897,49.129796,4
457286342,2025-04-01,55.791401,49.130018,2
457286339,2025-04-01,55.791401,49.130018,5
457286340,2025-04-01,55.791401,49.130018,4
457286336,2025-04-01,55.791401,49.130018,2
457241662,2024-09-21,55.791199,49.130212,5
457403839,2024-06-25,55.791296,49.130004,7
457243023,2023-07-22,55.79131,49.1301,7
457246393,2025-01-27,55.796714,49.135579,6
457246394,2025-01-27,55.796514,49.137001,7
457246391,2025-01-27,55.796619,49.136606,4
457246392,2025-01-27,55.796619,49.136606,3
457241566,2024-11-20,55.796812,49.135781,2
457241568,2024-11-20,55.796812,49.135781,3
457241567,2024-11-20,55.796812,49.135781,2
457241563,2024-11-20,55.796812,49.135781,1
457241565,2024-11-20,55.796812,49.135781,6
457240398,2025-05-12,55.79372,49.133494,5
457240397,2025-05-12,55.793518,49.134098,3
457240396,2025-05-12,55.793518,49.134098,2
457240395,2025-05-12,55.79361,49.134015,4
457239113,2025-05-07,55.793302,49.134196,2
457286141,2025-05-03,55.79361,49.134015,6
457286140,2025-05-03,55.79361,49.134015,5
457286139,2025-05-03,55.793602,49.134203,2
457286138,2025-05-03,55.79361,49.134015,5
457258062,2025-05-01,55.793813,49.133821,3
457239090,2025-06-14,55.791513,49.113289,1
457246390,2025-06-06,55.795295,49.125199,4
457239138,2025-06-03,55.795022,49.124503,1
457252882,2025-05-30,55.7951,49.125205,4
457246085,2025-05-30,55.795203,49.1244,6
457246042,2025-05-30,55.7951,49.125205,5
457246041,2025-05-30,55.7951,49.125205,1
457246040,2025-05-30,55.795109,49.125426,3
457246039,2025-05-30,55.795106,49.125489,2
457246038,2025-05-30,55.795106,49.125489,5
457239138,2025-06-03,55.795022,49.124503,6
457246086,2025-05-30,55.795119,49.124295,6
457246085,2025-05-30,55.795203,49.1244,2
457246168,2025-05-19,55.795809,49.124289,2
457246167,2025-05-19,55.7957,49.12481,1
457246166,2025-05-19,55.7957,49.12481,5
457246161,2025-05-19,55.795016,49.124219,2
457246925,2025-05-13,55.795099,49.123914,7
457286172,2025-05-04,55.795316,49.125107,7
457249286,2025-06-13,55.776618,49.143314,3
457249285,2025-06-13,55.776618,49.143314,4
457244215,2025-06-06,55.776715,49.143106,1
457244214,2025-06-06,55.776507,49.143425,7
457298521,2025-05-24,55.776415,49.143508,3
457239075,2025-05-24,55.776507,49.143425,6
457239077,2025-05-24,55.776603,49.143689,2
457239020,2025-05-19,55.812413,49.065202,5
457239034,2024-12-12,55.812606,49.064785,1
457243884,2024-11-04,55.813008,49.06493,3
456239363,2024-09-29,55.812502,49.0643,5
457240307,2024-07-13,55.812692,49.0653,3
457244033,2024-04-23,55.812411,49.064792,7
457240438,2023-12-12,55.812503,49.064709,5
457239113,2023-12-02,55.812419,49.064604,4
457239112,2023-12-02,55.812419,49.064604,2
457239111,2023-12-02,55.812405,49.064508,5
457239587,2024-10-05,55.780393,49.184197,3
457239586,2024-10-05,55.780393,49.184197,2
457239585,2024-10-05,55.780393,49.184197,4
457239584,2024-10-05,55.780393,49.184197,7
457239583,2024-10-05,55.780393,49.184197,7
457239582,2024-10-05,55.780393,49.184197,6
457239553,2024-10-02,55.780402,49.184419,5
457239017,2024-07-18,55.780318,49.184313,6
457239046,2024-06-19,55.780812,49.184787,4
457249286,2025-06-13,55.776618,49.143314,7
457249285,2025-06-13,55.776618,49.143314,4
457244215,2025-06-06,55.776715,49.143106,2
457244214,2025-06-06,55.776507,49.143425,7
457298521,2025-05-24,55.776415,49.143508,6
457239076,2025-05-24,55.776603,49.143689,5
457239075,2025-05-24,55.776507,49.143425,2
456240103,2025-05-19,55.799717,49.067216,2
456239130,2024-11-23,55.799209,49.06753,4
456239660,2024-10-05,55.799717,49.067216,1
456239889,2024-07-18,55.799717,49.067216,4
457251817,2023-08-11,55.799513,49.067002,5
457239561,2023-07-22,55.799513,49.067002,7
457239983,2024-04-12,55.721217,49.1588,7
457240158,2023-04-18,55.721309,49.158718,2
457240744,2022-09-11,55.721405,49.15939,6
457240550,2022-08-26,55.721408,49.159327,3
457240534,2025-04-09,55.817001,49.080994,6
457239672,2024-11-29,55.817115,49.082111,7
457242658,2024-09-14,55.81652,49.0815,5
457242659,2024-09-14,55.81652,49.0815,6
457242657,2024-09-14,55.81652,49.0815,4
457242656,2024-09-14,55.81652,49.0815,7
457244478,2024-02-29,55.816811,49.080875,3
457239536,2024-10-24,,,3
457240694,2024-07-24,55.818037,48.900171,3
457240693,2024-07-24,55.818037,48.900171,6
457262486,2024-04-18,55.817809,48.900112,5
457239253,2023-09-30,55.817711,48.899911,2
456239796,2025-05-15,55.820303,48.894117,4
457239383,2025-05-15,55.820414,48.894004,1
457239382,2025-05-15,55.820303,48.894117,3
457239380,2025-05-15,55.820414,48.894004,2
457239379,2025-05-15,55.820301,48.893707,3
457239378,2025-05-15,55.820419,48.893406,1
457239376,2025-05-15,55.820294,48.893895,2
457239375,2025-05-15,55.8204,48.893908,6
457239920,2025-05-07,55.820303,48.894117,6
457239021,2025-04-02,55.820607,48.893587,1
457242506,2024-09-20,55.814209,49.185924,7
457242504,2024-09-20,55.813811,49.186124,3
457242505,2024-09-20,55.814006,49.186118,3
457242503,2024-09-20,55.813811,49.186124,7
457239017,2024-06-01,55.81432,49.185812,4
457242414,2023-11-01,55.813902,49.186513,2
457242408,2023-11-01,55.814007,49.186527,6
457242406,2023-11-01,55.814213,49.18668,2
457246350,2023-08-10,55.764609,49.178654,4
457246349,2023-08-10,55.764604,49.17878,2
457246348,2023-08-10,55.764593,49.178621,6
457239048,2023-06-21,55.7639,49.178688,6
457239729,2025-05-15,55.815003,49.057499,4
457239728,2025-05-15,55.814696,49.057208,5
457239494,2025-05-15,55.814415,49.057582,5
457239493,2025-05-15,55.814708,49.057777,3
457240081,2025-05-07,55.814708,49.057777,6
457239484,2025-04-25,55.815003,49.057499,2
457239483,2025-04-25,55.815015,49.057185,1
457239482,2025-04-25,55.814696,49.057208,5
457239481,2025-04-25,55.814696,49.057208,1
456239470,2025-03-29,55.814696,49.057208,2
457241726,2025-06-04,55.787106,49.139504,4
457239124,2024-11-19,55.787201,49.138887,6
457290031,2024-11-17,55.787208,49.13829,6
457239107,2025-06-12,55.783418,49.1227,7
457239106,2025-06-12,55.783209,49.123491,2
457244224,2025-06-06,55.783411,49.123297,1
457247767,2025-06-06,55.783615,49.123512,5
457240018,2025-05-17,55.783399,49.12361,2
457240017,2025-05-17,55.783411,49.123297,4
457240016,2025-05-17,55.783404,49.122604,5
457250113,2020-06-13,55.715166,49.10232,5
457250114,2020-06-13,55.715166,49.10232,1
457250115,2020-06-13,55.715166,49.10232,5
457250112,2020-06-13,55.715166,49.10232,2
457239507,2020-05-25,55.715026,49.102302,5
457239491,2019-08-25,55.71512,49.102157,7
456244895,2019-03-03,55.714463,49.102231,5
456239449,2018-11-18,55.714911,49.102068,7
456239440,2018-09-11,55.715096,49.102311,2
456239439,2018-09-11,55.715058,49.102369,3
457247740,2025-04-25,55.742306,49.143109,2
457247444,2025-02-18,55.742207,49.143379,6
457247437,2025-02-18,55.742207,49.143379,1
457247284,2024-12-27,55.742109,49.143178,5
457247221,2024-12-06,55.742112,49.143524,4
457246975,2024-09-30,55.7422,49.143096,6
457246929,2024-09-20,55.742612,49.142992,4
457262473,2023-05-17,,,6
457242224,2022-11-17,55.742408,49.142777,5
457242226,2022-11-17,55.7425,49.142694,1
457248407,2022-01-15,55.839478,49.025325,4
457248406,2022-01-15,55.839478,49.025325,7
457248403,2022-01-15,55.839478,49.025325,2
457241565,2019-07-25,55.839782,49.025679,5
456248188,2019-04-21,55.83982,49.02562,5
456248187,2019-04-21,55.83982,49.02562,6
456304946,2019-04-21,55.83982,49.02562,1
456304951,2019-04-21,55.83982,49.02562,5
456304947,2019-04-21,55.83982,49.02562,6
456240248,2025-05-19,55.802121,49.150096,1
457241451,2025-05-05,55.802213,49.151304,1
457241450,2025-05-05,55.802407,49.150888,4
457245654,2024-12-28,55.802102,49.151006,7
456244745,2024-10-30,55.802121,49.150096,6
457239263,2024-10-27,55.802121,49.150096,2
456239588,2024-10-05,55.802121,49.150096,1
457263307,2024-08-17,55.802309,49.150687,3
457268763,2024-07-08,55.8022,49.151208,4
457268762,2024-07-08,55.8022,49.151208,6
457247822,2025-04-04,55.822303,49.088219,4
457244255,2024-09-22,55.822217,49.087704,1
457246023,2023-10-08,55.822406,49.088295,2
457246022,2023-10-08,55.822406,49.088295,1
457241829,2023-09-21,55.822498,49.089094,3
457241573,2025-06-10,55.829317,49.106094,1
457244210,2025-06-06,55.828808,49.106407,5
457244209,2025-06-06,55.829312,49.10622,4
457244208,2025-06-06,55.829303,49.105998,4
457244207,2025-06-06,55.829312,49.10622,5
457239412,2025-05-23,55.829108,49.106004,5
457239411,2025-05-23,55.828697,49.106109,2
457239410,2025-05-23,55.828703,49.106394,4
457241573,2025-06-10,55.829317,49.106094,6
457244210,2025-06-06,55.828808,49.106407,7
457244209,2025-06-06,55.829312,49.10622,5
457244208,2025-06-06,55.829303,49.105998,1
457244207,2025-06-06,55.829312,49.10622,3
457239412,2025-05-23,55.829108,49.106004,1
457239411,2025-05-23,55.828697,49.106109,5
457239410,2025-05-23,55.828703,49.106394,3
457244210,2025-06-06,55.828808,49.106407,1
457239412,2025-05-23,55.829108,49.106004,7
457239411,2025-05-23,55.828697,49.106109,5
457239410,2025-05-23,55.828703,49.106394,1
456239017,2025-05-20,55.828717,49.10649,3
456239989,2025-05-16,55.828614,49.106414,7
456239988,2025-05-16,55.828614,49.106414,5
457239020,2025-06-11,55.828342,49.106127,1
457244210,2025-06-06,55.828808,49.106407,6
457239411,2025-05-23,55.828697,49.106109,5
457239410,2025-05-23,55.828703,49.106394,7
456239017,2025-05-20,55.828717,49.10649,6
456239989,2025-05-16,55.828614,49.106414,6
456239988,2025-05-16,55.828614,49.106414,1
457239899,2025-05-07,55.828614,49.106414,6
457239898,2025-05-07,55.828614,49.106414,4
457239352,2025-05-05,55.828717,49.10649,6
457239020,2025-06-11,55.828342,49.106127,5
457244210,2025-06-06,55.828808,49.106407,7
457239412,2025-05-23,55.829108,49.106004,5
457239411,2025-05-23,55.828697,49.106109,1
457239410,2025-05-23,55.828703,49.106394,5
456239017,2025-05-20,55.828717,49.10649,4
456239989,2025-05-16,55.828614,49.106414,7
456239988,2025-05-16,55.828614,49.106414,6
457239899,2025-05-07,55.828614,49.106414,5
457240850,2025-05-09,55.830218,49.106997,7
457240849,2025-05-09,55.830218,49.106997,3
457240848,2025-05-09,55.830014,49.106782,6
457239900,2025-05-07,55.830009,49.106907,6
457239354,2025-05-05,55.830308,49.106095,6
457239353,2025-05-05,55.829812,49.106094,6
457240866,2025-05-03,,,5
457240509,2025-04-16,,,6
457240508,2025-04-16,,,5
457241573,2025-06-10,55.829317,49.106094,1
457244210,2025-06-06,55.828808,49.106407,6
457244209,2025-06-06,55.829312,49.10622,3
457244208,2025-06-06,55.829303,49.105998,4
457244207,2025-06-06,55.829312,49.10622,5
457242015,2025-06-03,55.829597,49.106603,3
457239412,2025-05-23,55.829108,49.106004,4
457241573,2025-06-10,55.829317,49.106094,3
457244210,2025-06-06,55.828808,49.106407,4
457244209,2025-06-06,55.829312,49.10622,6
457244208,2025-06-06,55.829303,49.105998,1
457244207,2025-06-06,55.829312,49.10622,5
457242015,2025-06-03,55.829597,49.106603,3
457241573,2025-06-10,55.829317,49.106094,3
457244209,2025-06-06,55.829312,49.10622,6
457244208,2025-06-06,55.829303,49.105998,3
457244207,2025-06-06,55.829312,49.10622,3
457242015,2025-06-03,55.829597,49.106603,7
457239412,2025-05-23,55.829108,49.106004,6
457239042,2025-05-08,55.82941,49.106421,7
457239353,2025-05-05,55.829812,49.106094,1
457241573,2025-06-10,55.829317,49.106094,2
457244210,2025-06-06,55.828808,49.106407,3
457244209,2025-06-06,55.829312,49.10622,3
457244208,2025-06-06,55.829303,49.105998,6
457244207,2025-06-06,55.829312,49.10622,6
457239412,2025-05-23,55.829108,49.106004,3
457239042,2025-05-08,55.82941,49.106421,2
457241573,2025-06-10,55.829317,49.106094,5
457244209,2025-06-06,55.829312,49.10622,5
457244208,2025-06-06,55.829303,49.105998,3
457244207,2025-06-06,55.829312,49.10622,5
457239412,2025-05-23,55.829108,49.106004,7
457239042,2025-05-08,55.82941,49.106421,6
457240875,2025-05-03,,,7
457240867,2025-05-03,,,4
457241573,2025-06-10,55.829317,49.106094,7
457244209,2025-06-06,55.829312,49.10622,3
457244208,2025-06-06,55.829303,49.105998,4
